obs,elapsed,date,treatment,crop,row,unique_id,KEEP,time,averaging,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,FLUOR.FlrLS:MN,FLUOR.FlrLS:SLP,FLUOR.FlrLS:SD,FLUOR.FlrLS:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
74,12405.9,10/15/24,c,radish,center,crc.2,y,14:54:45,none,0.002686827,2.686826724,21.23725776,397.696,243.4976338,24.48810366,39.99554625,0.238109855,2.939606798,0.227890352,0.1433131,177.4252097,16.13672678,15.5338,1.771073374,33.2952226,0.599348893,1.800104778,1.171724482,-118.4890585,40.23809274,2.631616757,101.8058607,12,2,1,0,55243.69178,999.964,849.208597,0.84923917,0.177431597,6,0.5,0: Broadleaf,2,1728935686,397.696,419.996,5.95963,3.28951,397.318,6.05352,600.156,100.486,0.0821381,15.7877,15.5338,999.9,0,0,10008.8,0,0.00133782,999.964,0.692028,0.307972,0,1.717,0,12911.5,7447.54,36.687,38.5,38.375,36.437,36.437,692,307.96,0,1728935667,0,1728935563,14:52:42,1728935555,1728935563,53,-0.058,-0.011,0.378,-0.094,420,3,0.14,0.03,-22.33059,0.072612383,0.03409194,1,,,,,2.67466775,-0.011286867,0.004945955,1,2,2,2-Feb,100,100,0.378,-0.0939,0.37835,0,0,0,-0.093889048,0,0,0,-1,-1,-1,-1,2.2,2,1.02661,2.50732,1.54785,2.34131,1.54785,2.24854,25.9222,12.2408,18,569.224,450.005,12,17.1278,30.0005,17.0997,17.0464,20.5125,72.3766,0,12,420,3.32276,102.92,103.246
75,12543.9,10/15/24,c,radish,center,crc.2,y,14:57:03,none,0.002345647,2.345646821,19.66779773,399.394,242.2173664,24.35861081,40.16509284,0.215065148,2.948090991,0.206713734,0.129919404,141.9812816,15.7309527,15.1602,1.729103076,34.01082969,0.601180109,1.767613769,1.127922967,-103.4430248,54.5314499,3.544009902,96.61371658,12,2,1,0,55554.3187,800.206,679.5659954,0.849238815,0.177430914,6,0.5,0: Broadleaf,2,1728935824,399.394,419.994,5.97802,3.64692,398.916,6.07585,600.135,100.483,0.0820882,15.5033,15.1602,999.9,0,0,10057.5,0,0.00143338,800.206,0.692037,0.307963,0,1.4924,0,11856.1,5959.8,37.125,39.562,38.937,37.75,36.562,553.77,246.43,0,1728935805,0,1728935752,14:55:52,1728935746,1728935752,54,0.099,-0.004,0.478,-0.098,420,3,0.06,0.03,-20.6967625,-0.025129081,0.037399731,1,,,,,2.34779975,-0.099801163,0.009618495,1,2,2,2-Feb,100,100,0.478,-0.0978,0.4778,0,0,0,-0.097834,0,0,0,-1,-1,-1,-1,1.3,1.2,1.02661,2.50244,1.54785,2.34131,1.54785,2.29126,26.0456,12.1269,18,569.543,450.126,12.0004,17.2321,30.0004,17.2198,17.1653,20.5178,70.494,0,12,420,3.62049,102.906,103.233
76,12644.4,10/15/24,c,radish,center,crc.2,y,14:58:44,none,0.002175793,2.175793412,17.94920992,401.175,249.731338,25.1145477,40.344671,0.203575757,2.94669063,0.196072663,0.123196498,106.4608641,15.50780491,14.9934,1.710648631,34.49782231,0.607539909,1.761096407,1.103108722,-95.95248946,71.85327593,4.66652733,87.02817792,12,2,1,0,55523.10004,599.988,509.5354015,0.849242654,0.177438322,6,0.5,0: Broadleaf,2,1728935924,401.175,419.991,6.04119,3.87924,400.717,6.13729,600.194,100.484,0.0822641,15.4457,14.9934,999.9,0,0,10049.4,0,0.00148116,599.988,0.691917,0.308083,0,2.0063,0,10366,4468.42,37.062,39.875,39.125,38.312,36.625,415.14,184.85,0,1728935905,0,1728935883,14:58:03,1728935874,1728935883,55,-0.019,0.002,0.458,-0.096,420,4,0.11,0.04,-18.88172927,0.074521254,0.028204932,1,,,,,2.180619024,-0.024310662,0.010333026,1,2,2,2-Feb,100,100,0.458,-0.0961,0.45835,0,0,0,-0.0961005,0,0,0,-1,-1,-1,-1,0.8,0.7,1.02661,2.51221,1.54785,2.34131,1.54785,2.17041,26.1691,12.0219,18,569.393,449.755,12.0004,17.3027,30.0005,17.3005,17.2491,20.521,69.5902,0,12,420,3.83227,102.897,103.219
77,12751.4,10/15/24,c,radish,center,crc.2,y,15:00:31,none,0.002032024,2.032024142,14.70683752,404.438,274.4260774,27.5986615,40.67378569,0.195461352,2.937621904,0.188512957,0.118424305,70.9345268,15.15538128,14.6753,1.675933798,34.70427192,0.604170218,1.740910223,1.07176358,-89.61226466,93.566811,6.079704918,80.96877805,12,2,1,0,55283.72576,399.765,339.4979538,0.849243815,0.177440563,6,0.5,0: Broadleaf,2,1728936031,404.438,419.964,6.00754,3.98807,403.989,6.10407,600.103,100.486,0.082655,15.2661,14.6753,999.9,0,0,9997.5,0,0.00148116,399.765,0.691873,0.308127,0,1.9227,0,5376.91,2977.21,36.812,40,39,38.5,36.562,276.59,123.18,0,1728936012,0,1728935984,14:59:43,1728935980,1728935984,56,-0.009,0,0.449,-0.097,420,4,0.12,0.04,-15.49000488,-0.09430662,0.046310105,1,,,,,2.034660488,-0.097954077,0.009860602,1,2,2,2-Feb,100,100,0.449,-0.0965,0.4493,0,0,0,-0.0965365,0,0,0,-1,-1,-1,-1,0.9,0.8,1.02661,2.51099,1.54785,2.34131,1.54785,2.17896,26.2104,11.9343,18,569.581,449.253,11.9977,17.3676,30.0002,17.3771,17.3251,20.5212,68.9591,0,12,420,3.97507,102.887,103.206
78,12927.4,10/15/24,c,radish,center,crc.2,y,15:03:27,none,0.001833166,1.83316573,8.667418909,410.567,327.4541799,32.93215365,41.29083199,0.185265162,2.935990575,0.179006953,0.11242401,35.483307,14.58490632,14.1062,1.615368995,35.2008665,0.596780935,1.695358651,1.01858806,-80.84260868,118.3656156,7.656075515,80.66238946,11,2,1,0,55313.59173,199.99,169.8387,0.849235962,0.177425406,6,0.5,0: Broadleaf,2,1728936207,410.567,419.985,5.93397,4.11208,410.11,6.03275,600.131,100.487,0.083265,14.854,14.1062,999.9,0,0,9988.12,0,0.00152894,199.99,0.692125,0.307875,0,1.7341,0,3041.67,1489.54,35.875,39.437,38.312,37.937,35.75,138.42,61.57,0,1728936188,0,1728936087,15:01:26,1728936087,1728936086,57,0.008,-0.002,0.457,-0.099,420,4,0.38,0.05,-9.336791951,-0.090797979,0.025628581,1,,,,,1.828790976,-0.039953519,0.00397505,1,2,2,2-Feb,100,100,0.457,-0.0988,0.4571,0,0,0,-0.0987805,0,0,0,-1,-1,-1,-1,2,2,1.02783,2.50854,1.54785,2.34009,1.54785,2.30103,26.0662,11.7855,18,570.371,449.806,11.9973,17.3105,29.9996,17.3704,17.3206,20.5343,67.8435,0,12,420,4.21212,102.894,103.216
79,13026.9,10/15/24,c,radish,center,crc.2,y,15:05:06,none,0.001726822,1.726822274,3.745598987,415.519,375.0857712,37.72332644,41.78979871,0.180330971,2.940554544,0.174404813,0.109519227,17.767839,14.31699428,13.8536,1.589109159,36.07893666,0.604175417,1.674593193,0.984933741,-76.1528623,128.2992812,8.266555475,78.18081336,11,2,1,0,55488.47591,100.15,85.0503,0.849229156,0.177412272,6,0.5,0: Broadleaf,2,1728936307,415.519,419.982,6.00736,4.29096,415.088,6.10457,600.017,100.49,0.0825339,14.6629,13.8536,999.9,0,0,10013.8,0,0.00152894,100.15,0.692335,0.307665,0,2.1392,0,5291.04,745.979,35.312,39,38,37.75,35.312,69.34,30.81,0,1728936288,0,1728936262,15:04:21,1728936258,1728936262,58,-0.026,0.002,0.431,-0.097,420,4,0.21,0.05,-4.431164,0.059290807,0.036813367,1,,,,,1.729336,0.084559475,0.015849003,1,2,2,2-Feb,100,100,0.431,-0.0972,0.43075,0,0,0,-0.0972065,0,0,0,-1,-1,-1,-1,0.8,0.8,1.02783,2.50732,1.54785,2.34009,1.54785,2.19116,25.881,11.6804,18,569.728,450.904,11.9983,17.1859,29.9996,17.288,17.243,20.5568,66.6289,0,12,420,4.31768,102.909,103.235
80,13122.9,10/15/24,c,radish,center,crc.2,y,15:06:42,none,0.001640032,1.64003193,1.02916484,418.252,402.1243294,40.44744936,42.06964203,0.17357804,2.936803059,0.168073345,0.105525874,8.875264713,14.17250747,13.7314,1.576540715,36.43727791,0.605701376,1.662312363,0.97083934,-72.32540813,129.4338974,8.340019409,74.32377344,12,2,1,0,55397.19668,50.0158,42.47583316,0.849248301,0.17744922,6,0.5,0: Broadleaf,2,1728936403,418.252,419.967,6.02182,4.39177,417.86,6.11896,600.039,100.502,0.0824372,14.5489,13.7314,999.9,0,0,9991.25,0,0.00124226,50.0158,0.691713,0.308287,0,1.7772,0,2186.91,372.466,34.625,38.625,37.375,37.687,34.812,34.6,15.42,0,1728936384,0,1728936359,15:05:59,1728936354,1728936359,59,-0.039,0,0.392,-0.097,420,4,0.48,0.04,-1.74325275,0.062519437,0.045523832,1,,,,,1.6459425,-0.032505591,0.009542842,1,2,2,2-Feb,100,100,0.392,-0.0971,0.39205,0,0,0,-0.097149,0,0,0,-1,-1,-1,-1,0.8,0.7,1.02905,2.51099,1.54785,2.34009,1.54785,2.25098,25.7372,11.5928,18,569.568,451.1,11.9992,17.0693,29.9996,17.1982,17.1619,20.5676,65.9675,0,12,420,4.40229,102.926,103.252
81,13226.5,10/15/24,c,radish,center,crc.2,y,15:08:26,none,0.001539324,1.53932378,-1.878354604,421.277,433.349925,43.59247455,42.37800872,0.166107162,2.934779234,0.161055334,0.101100672,0,13.97239918,13.54,1.557030576,36.86121048,0.605914879,1.643773689,0.951115696,-67.88417868,132.176836,8.50639784,72.79905519,12,2,1,0,55369.60967,0,0,0,0,6,0.5,0: Broadleaf,2,1728936506,421.277,420.047,6.02336,4.49315,420.866,6.12154,599.938,100.512,0.0821666,14.3754,13.54,999.9,0,0,9978.75,0,0.00152894,0,0,0,0,-2.13,0,1836.86,5.59,33.937,38.187,36.812,37.125,34.25,0,0,0,1728936487,0,1728936456,15:07:36,1728936449,1728936456,60,0.019,-0.001,0.411,-0.098,420,4,0.58,0.05,1.20171878,0.031538582,0.035274643,1,,,,,1.541759024,-0.084882087,0.00833299,1,2,2,2-Feb,100,100,0.411,-0.0982,0.41052381,0,0,0,-0.098186,0,0,0,-1,-1,-1,-1,1,0.8,1.03027,2.51709,1.54785,2.34009,1.54785,2.20703,25.5321,11.4702,18,569.545,451.935,11.9982,16.9514,29.9996,17.1018,17.069,20.5826,64.9835,0,12,420,4.4853,102.943,103.267
1,0,10/16/24,c,radicchio,east,cde,y,8:48:50,none,0.000868615,0.868615022,12.90539102,406.739,270.3546995,27.34547146,41.14028622,0.158801883,2.954193713,0.154207418,0.096781359,283.919814,15.07109257,13.8174,1.585376787,65.35440472,1.022987077,1.565291707,0.56238971,-38.30592248,-31.23215897,-1.991798064,212.3899345,22,4,1,0,56118.78019,1600.16,1358.919,0.849239451,0.177432141,6,0.5,0: Broadleaf,2,1729000130,406.739,419.998,10.1139,9.25405,406.767,10.1564,599.986,101.07,0.0766474,13.6213,13.8174,999.9,0,0,10033.8,0,0.0011467,1600.16,0.69202,0.30798,0,1.2835,0,13416.8,11917.7,32.875,32.312,32.937,32.375,32.125,1107.34,492.82,0,1729000111,0,1729000081,8:48:01,1729000081,1729000081,1,-0.439,0.055,-0.028,-0.043,420,9,0.2,0.09,-13.29242195,0.063896864,0.097985217,1,0.849815805,0.097716648,0.011736583,1,2,2,2-Feb,100,100,-0.028,-0.0425,-0.028047619,0,0,0,-0.042519,0,0,0,-1,-1,-1,-1,0.8,0.8,1.03882,2.46948,1.54785,2.35718,1.54785,2.27539,19.2535,16.1021,18,558.282,487.889,12.0004,12.544,29.9998,12.7541,12.7265,20.7593,34.5492,66.3795,12,420,9.20366,103.284,104.406,,,,
2,139.5,10/16/24,c,radicchio,east,cde,y,8:51:09,none,0.000862922,0.862922002,12.70845892,406.828,276.3986321,27.95585313,41.14790196,0.163719519,2.947210012,0.158829611,0.09969568,248.389503,14.77598416,13.5554,1.558592465,65.29292141,1.016074873,1.556179216,0.542517592,-38.05486028,-3.78158167,-0.241293317,206.3117677,23,4,1,0,55923.21613,1399.89,1188.8439,0.84924094,0.177435015,6,0.5,0: Broadleaf,2,1729000270,406.828,419.889,10.0459,9.19155,406.857,10.0868,599.932,101.067,0.0762398,13.5316,13.5554,999.9,0,0,9994.38,0,0.00128048,1399.89,0.691968,0.308032,0,1.4331,0,11264.6,10425.9,33.25,32.75,33.5,32.625,32.5,968.68,431.21,0,1729000251,0,1729000219,8:50:19,1729000213,1729000219,2,0,0.002,-0.028,-0.041,420,9,0.2,0.1,-13.2164625,-0.020020638,0.145283626,1,0.8526228,0.083390094,0.012594291,1,2,2,2-Feb,100,100,-0.029,-0.0409,-0.0285,0,0,0,-0.040864286,0,0,0,-1,-1,-1,-1,0.9,0.8,1.03882,2.47925,1.54785,2.3584,1.54785,2.15942,19.0732,16.0846,18,556.933,488.837,11.9996,12.4165,29.9998,12.5885,12.5534,20.7515,33.0951,66.009,12,420,9.19951,103.309,104.404,,,,
3,239.5,10/16/24,c,radicchio,east,cde,y,8:52:49,none,0.000816005,0.816005253,12.55291644,406.951,277.6230611,28.07923735,41.1596705,0.162918937,2.949255531,0.158079225,0.099222369,212.953497,14.42889329,13.2513,1.528003863,65.69621704,1.012467756,1.54113555,0.515536107,-35.98583168,20.86083466,1.327001637,199.1555016,24,4,1,0,56014.68927,1200.2,1019.2569,0.84923921,0.177431676,6,0.5,0: Broadleaf,2,1729000370,406.951,419.837,10.0104,9.2025,407.001,10.0521,599.953,101.065,0.0765883,13.3825,13.2513,999.9,0,0,10006.2,0,0.00124226,1200.2,0.692027,0.307973,0,0.6402,0,9451.73,8938.87,33.25,33,33.687,32.312,32.5,830.57,369.63,0,1729000350,0,1729000324,8:52:04,1729000318,1729000324,3,-0.021,-0.001,-0.05,-0.042,420,9,0.2,0.1,-13.0285025,-0.043093058,0.148509214,1,0.802708025,0.093615388,0.015037653,1,2,2,2-Feb,100,100,-0.05,-0.0417,-0.04985,0,0,0,-0.0417255,0,0,0,-1,-1,-1,-1,0.9,0.8,1.03882,2.47559,1.54785,2.3584,1.54785,2.19849,18.953,16.0758,18,556.209,489.516,11.9986,12.3429,29.9999,12.4951,12.4554,20.7597,32.0485,66.009,12,420,9.13313,103.322,104.398,,,,
4,379.4000001,10/16/24,c,radicchio,east,cde,y,8:55:09,none,0.000789078,0.789078231,12.63353965,407.096,276.2657196,27.94266268,41.1753808,0.161912706,2.949307786,0.15713173,0.098625124,177.4286361,14.10001207,12.9978,1.50290976,65.50567944,1.001275548,1.528532421,0.501634212,-34.79834997,41.14999746,2.612392612,186.3926762,25,4,1,0,56040.98884,999.968,849.2134015,0.849240577,0.177434314,6,0.5,0: Broadleaf,2,1729000510,407.096,420.049,9.89949,9.11833,407.206,9.94354,600.082,101.068,0.0761547,13.2566,12.9978,999.9,0,0,10006.2,0,0.00118493,999.968,0.691979,0.308021,0,2.4405,0,7771.77,7447.44,32.937,33.062,33.625,32.312,32.25,691.96,308.01,0,1729000491,0,1729000464,8:54:24,1729000464,1729000461,4,-0.06,-0.002,-0.11,-0.044,420,9,0.13,0.11,-12.82753171,0.011416725,0.084301831,1,0.780285854,0.043040634,0.008884542,1,2,2,2-Feb,100,100,-0.11,-0.0441,-0.109761905,0,0,0,-0.044047619,0,0,0,-1,-1,-1,-1,0.8,0.8,1.04004,2.47437,1.54785,2.35718,1.54785,2.2583,18.7527,16.0758,18,555.741,490.647,11.9998,12.2574,29.9999,12.3873,12.3441,20.782,31.0636,65.9902,12,420,9.06668,103.343,104.391,,,,
5,482.4000001,10/16/24,c,radicchio,east,cde,y,8:56:52,none,0.000796111,0.79611089,12.04773754,407.579,283.9027428,28.71472242,41.22368715,0.163632011,2.941793708,0.158738541,0.099639057,141.9472119,13.92576944,12.9229,1.495565081,64.91374729,0.994554488,1.532116893,0.501010593,-35.10849026,58.6178143,3.730073875,169.1866098,25,4,1,0,55804.7507,800.022,679.4089985,0.849237894,0.177429136,6,0.5,0: Broadleaf,2,1729000613,407.579,419.954,9.83317,9.04471,407.629,9.87729,599.865,101.066,0.0768144,13.2925,12.9229,999.9,0,0,9963.75,0,0.0011467,800.022,0.692072,0.307928,0,0.8124,0,6180.85,5958.51,32.687,33.125,33.625,32.687,32.187,553.67,246.35,0,1729000593,0,1729000562,8:56:02,1729000561,1729000562,5,0.059,0,-0.05,-0.044,420,9,0.28,0.1,-12.39537073,-0.004227178,0.120914209,1,0.797441098,-0.054162523,0.007871785,1,2,2,2-Feb,100,100,-0.05,-0.0441,-0.050238095,0,0,0,-0.0441205,0,0,0,-1,-1,-1,-1,0.9,0.8,1.04126,2.47803,1.54785,2.3584,1.54785,2.16064,18.6725,16.0671,18,555.248,491.964,12.0008,12.2339,30.0001,12.3445,12.2999,20.8088,31.0312,66.054,12,420,9.02809,103.353,104.379,,,,
6,583.9000001,10/16/24,c,radicchio,east,cde,y,8:58:34,none,0.000741879,0.741878723,11.40603331,408.305,289.7058784,29.30058485,41.29559043,0.161460254,2.948904003,0.156704908,0.09835615,106.4591271,13.53835664,12.6335,1.467482373,65.72121144,0.994493455,1.513200126,0.472988918,-32.71685169,74.51454121,4.718324899,152.9751416,25,4,1,0,56058.78582,599.988,509.5345015,0.849241154,0.177435427,6,0.5,0: Broadleaf,2,1729000714,408.305,420.015,9.83293,9.09828,408.427,9.87927,599.946,101.063,0.076076,13.1022,12.6335,999.9,0,0,10004.4,0,0.00123271,599.988,0.691963,0.308037,0,1.5882,0,4690.24,4468.5,32.125,33.187,33.375,32.437,31.875,415.17,184.82,0,1729000695,0,1729000669,8:57:49,1729000669,1729000662,6,-0.072,-0.002,-0.122,-0.046,420,9,0.33,0.07,-11.6862125,-0.004425141,0.076746154,1,0.724311125,0.034989129,0.004661323,1,2,2,2-Feb,100,100,-0.122,-0.0463,-0.1223,0,0,0,-0.04634,0,0,0,-1,-1,-1,-1,0.8,0.9,1.04126,2.46826,1.54785,2.35962,1.54785,2.27539,18.6124,16.0671,18,554.728,492.298,11.9999,12.2437,30.0002,12.3338,12.2839,20.8178,30.1986,66.2749,12,420,9.00305,103.354,104.363,,,,
7,683.4000001,10/16/24,c,radicchio,east,cde,y,9:00:13,none,0.000730288,0.730288433,9.818836613,409.826,308.8510027,31.23933184,41.45264317,0.163963348,2.945830339,0.159056876,0.099839145,70.96992176,13.14602667,12.3138,1.436999676,65.43019101,0.97814142,1.494938965,0.458858255,-32.20571988,95.71816527,6.051207517,140.5335747,25,4,1,0,56001.45052,399.964,339.666997,0.849243924,0.177440774,6,0.5,0: Broadleaf,2,1729000814,409.826,419.946,9.6705,8.94714,409.881,9.71631,599.889,101.07,0.0769335,12.9165,12.3138,999.9,0,0,9986.25,0,0.00124226,399.964,0.691873,0.308127,0,1.2896,0,3369.3,2978.69,31.437,33.062,33.062,32.25,31.312,276.72,123.24,0,1729000794,0,1729000767,8:59:26,1729000764,1729000767,7,0.068,0.001,-0.055,-0.046,420,9,0.25,0.12,-10.12101683,-0.097248293,0.068673,1,0.729008439,-0.050556523,0.005151584,1,2,2,2-Feb,100,100,-0.055,-0.0458,-0.054714286,0,0,0,-0.0458105,0,0,0,-1,-1,-1,-1,0.8,0.8,1.04126,2.47314,1.54785,2.35962,1.54785,2.26807,18.5122,16.0671,18,554.654,493.067,11.9996,12.2307,30,12.3143,12.2616,20.8127,30.2488,66.7593,12,420,8.96742,103.361,104.358,,,,
8,812.4000001,10/16/24,c,radicchio,east,cde,y,9:02:22,none,0.000701678,0.701677747,6.504629922,413.172,343.4792371,34.74492068,41.79474862,0.159425763,2.941891276,0.15477694,0.097141974,35.44970685,12.8886133,12.1723,1.423686793,65.15318599,0.970526276,1.489606779,0.453160518,-30.94398865,109.372796,6.916572106,120.7950863,25,4,1,0,55892.05363,199.773,169.6569553,0.849248674,0.17744994,6,0.5,0: Broadleaf,2,1729000943,413.172,419.966,9.59437,8.89948,413.273,9.6416,600.048,101.078,0.0778107,12.8619,12.1723,999.9,0,0,9963.12,0,0.0012996,199.773,0.691723,0.308277,0,2.1483,0,1946.12,1487.71,30.625,32.937,32.5,32.062,30.812,138.19,61.59,0,1729000923,0,1729000868,9:01:08,1729000868,1729000866,8,-0.047,-0.001,-0.102,-0.047,420,9,0.26,0.1,-6.800812927,-0.080129477,0.090878026,1,0.699318024,-0.025297547,0.002617719,1,2,2,2-Feb,100,100,-0.101,-0.0472,-0.1016,0,0,0,-0.0472295,0,0,0,-1,-1,-1,-1,1.2,1.3,1.04126,2.48413,1.54785,2.35962,1.54785,2.15454,18.3719,16.0496,18,554.905,494.47,11.9989,12.2141,30,12.2902,12.2371,20.8103,30.3093,67.6857,12,420,8.90483,103.373,104.35,,,,
9,917.4000001,10/16/24,c,radicchio,east,cde,y,9:04:07,none,0.00068907,0.689069896,3.257248175,416.437,380.3592827,38.47151184,42.1205994,0.160683605,2.947116493,0.155970412,0.097893454,17.70473303,12.63522237,11.9722,1.405045873,65.32172429,0.963423105,1.474889273,0.441622768,-30.3879824,117.2729774,7.389350403,111.9790785,26,4,1,0,56081.13605,99.7692,84.7292206,0.84925228,0.177456901,6,0.5,0: Broadleaf,2,1729001048,416.437,419.982,9.52515,8.84249,416.528,9.57507,599.865,101.068,0.0771898,12.7103,11.9722,999.9,0,0,9993.75,0,0.0011467,99.7692,0.691548,0.308452,0,1.4427,0,1236.21,742.934,29.75,32.562,32.062,31.625,30.062,69,30.77,0,1729001028,0,1729000992,9:03:12,1729000992,1729000991,9,0.011,-0.003,-0.091,-0.05,420,9,0.62,0.11,-3.568743902,0.010008293,0.085363041,1,0.694792683,-0.094216578,0.009597615,1,2,2,2-Feb,100,100,-0.091,-0.0499,-0.09065,0,0,0,-0.049918,0,0,0,-1,-1,-1,-1,0.9,0.9,1.04126,2.46826,1.54785,2.35962,1.54785,2.27295,18.2917,16.0583,18,554.415,495.206,11.9998,12.1923,30,12.2682,12.2144,20.8004,30.447,68.7566,12,420,8.84223,103.385,104.344,,,,
10,1017.9,10/16/24,c,radicchio,east,cde,y,9:05:48,none,0.000681082,0.681082154,1.47413733,418.263,400.349269,40.49422908,42.30615377,0.160621285,2.94274539,0.155904914,0.097852783,8.872073779,12.46043847,11.8412,1.392958829,65.36438356,0.95622085,1.462908082,0.436737979,-30.03572297,118.1461258,7.44542011,104.4278968,26,4,1,0,55971.98699,50.0066,42.46721261,0.849232154,0.177418056,6,0.5,0: Broadleaf,2,1729001148,418.263,420.022,9.45375,8.77911,418.376,9.50235,600.003,101.07,0.0772537,12.5859,11.8412,999.9,0,0,9968.75,0,0.0011467,50.0066,0.692263,0.307737,0,1.3414,0,818.798,372.471,29.062,32.187,31.562,31.312,29.5,34.62,15.39,0,1729001129,0,1729001101,9:05:00,1729001101,1729001099,10,-0.022,0.001,-0.112,-0.049,420,9,0.46,0.14,-1.69030625,-0.092779925,0.119868494,1,0.6887547,-0.098642544,0.009551804,1,2,2,2-Feb,100,100,-0.113,-0.0486,-0.112285714,0,0,0,-0.0485965,0,0,0,-1,-1,-1,-1,0.8,0.8,1.04004,2.46948,1.54785,2.35962,1.54785,2.16797,18.2315,16.0408,18,554.26,495.744,11.9999,12.1725,30,12.2469,12.1912,20.7926,30.6879,69.6131,12,420,8.72923,103.391,104.335,,,,
11,1122.9,10/16/24,c,radicchio,east,cde,y,9:07:33,none,0.000668575,0.668574753,-0.908191686,420.54,427.0006566,43.18855338,42.53509675,0.158695737,2.955335173,0.154109034,0.096719201,0,12.31880361,11.7475,1.384369594,65.38064946,0.950639285,1.454007099,0.433730309,-29.48414659,118.7631135,7.445103553,96.72407042,26,4,1,0,56375.50143,0,0,0,0,6,0.5,0: Broadleaf,2,1729001253,420.54,419.913,9.39887,8.73661,420.6,9.45016,600.028,101.067,0.0769976,12.4929,11.7475,999.9,0,0,10040.6,0,0.0011467,0,0,0,0,3.35,0,530.12,14.06,28.312,31.812,30.937,30.937,28.875,0,0,0,1729001234,0,1729001206,9:06:46,1729001201,1729001206,11,0.052,-0.003,-0.061,-0.051,420,9,0.33,0.13,0.52496335,-0.00083597,0.071544514,1,0.663957725,0.033309355,0.006925566,1,2,2,2-Feb,100,100,-0.06,-0.0513,-0.0605,0,0,0,-0.051291905,0,0,0,-1,-1,-1,-1,0.9,0.8,1.04004,2.46704,1.54785,2.36084,1.54785,2.21558,18.1714,16.0408,18,553.984,496.513,12.0001,12.1687,30,12.237,12.1801,20.7866,30.7327,70.3469,12,420,8.7226,103.394,104.322,,,,
12,1968.5,10/16/24,p,radicchio,ten,pd10,y,9:21:38,none,0.001024077,1.024077061,14.42010772,405.328,272.6920151,27.5836857,41.00024768,0.183413523,2.939889677,0.1772854,0.111336905,283.908501,14.65833913,13.6543,1.568655914,64.94281003,0.991745989,1.527106679,0.576909925,-45.16179841,-65.3000769,-4.172850632,169.2737751,31,5,1,0,55756.76102,1600.1,1358.8677,0.849239235,0.177431724,6,0.5,0: Broadleaf,2,1729002099,405.328,420.165,9.80439,8.79023,405.51,9.85901,599.927,101.077,0.0762578,13.2423,13.6543,999.9,0,0,9951.88,0,0.00121359,1600.1,0.692024,0.307976,0,1.9045,0,12689.7,11917.2,32.125,31.25,32.5,29.437,31,1107.31,492.79,0,1729002080,0,1729002045,9:20:44,1729002045,1729002042,12,-0.122,-0.003,-0.182,-0.055,420,9,0.22,0.09,-14.68038293,-0.078349129,0.093630444,1,1.01264178,0.097829854,0.013054176,1,2,2,2-Feb,100,100,-0.182,-0.0546,-0.18245,0,0,0,-0.054624762,0,0,0,-1,-1,-1,-1,0.9,0.9,1.0376,2.48047,1.54785,2.36572,1.54785,2.23877,17.0273,15.9007,18,548.287,502.323,12.0009,11.6647,30.0001,11.7484,11.6979,20.7325,30.0728,82.5026,12,420,8.75382,103.483,104.353,,,,
