obs,elapsed,date,treatment,crop,row,unique_id,KEEP,time,averaging,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,gsw:MN,gsw:SLP,gsw:SD,gsw:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
110,18987.4,10/15/24,c,radish,north,crn.2,y,12:26:03,15,0.002509164,2.509163531,4.19268625,93.36850645,75.51824625,7.596158935,9.391664263,0.439818291,3.104139869,0.388156711,0.24675094,284.7600244,15.18825009,14.90189677,1.700598574,65.14608802,1.05929344,1.626027706,0.641305134,-110.6541117,-116.1741,-7.112818589,50.81899414,52,9,1,0,55502.3902,1599.999355,1361.135426,0.850709985,0.177975087,9,33,0: Broadleaf,2,1728930356,93.36850645,100.0073742,10.53110968,6.807885161,91.22750645,10.69189032,600.1425161,100.4874516,0.099615913,14.2077,14.90189677,999.9,0,0,10000.15516,404.8268387,1332.636129,-6.335180323,94.66908387,100.6927419,3.723233871,100.0073742,6.807885161,1.058245484,0.684106935,7.743959677,1.505802903,1599.999355,0.642998645,0.35700129,18,26723.00645,1728930387,12:26:27,1728930387,1728916237,108,-0.307,-0.037,2.141,-0.179,100,4,0.2,0.02,0,0,0,0,0,0,0,3.24438,2.7809,0.0265955,0.0294342,0.0685548,0.0493441,25107.5,24578.7,24757.1,22526.1,34137.1,27306.3,40534.7,31178.2,2.23995,2.01445,0.0627637,0,13.8641,999.9,39.3,21.7,10.1895,63.8611,15.4447,1,-0.725074,1.631,20.3687,5.23451,11.9321,4.97985,3.282,9999,9999,9999,999.9,4.97146,1.86078,1.86618,1.8573,1.86194,1.8625,1.86338,1.85928,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.141,-0.1607,2.390036363,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2,235.4,0.367432,2.40356,1.50024,2.30225,1.4502,2.39502,25.7167,13.9306,19,540.963,413.859,12.0003,17.3974,30.0008,17.2651,17.2544,7.41745,35.6093,20.987,12,100,6.75341,102.442,102.292
111,19131.9,10/15/24,c,radish,north,crn.2,y,12:28:28,15,0.002627283,2.627282936,0.920090528,48.42177742,44.4798164,4.473581742,4.870046616,0.475086374,3.103424243,0.415373528,0.264368397,284.7592569,15.00047066,14.7238,1.681186357,65.47120591,1.053684231,1.609385709,0.627502125,-115.8631775,-112.9079448,-6.902298169,49.08583645,51,8,1,0,55515.25262,1599.996129,1361.132685,0.850709986,0.177974966,9,33,0: Broadleaf,2,1728930500,48.42177742,49.99233548,10.47654516,6.577911613,46.33677742,10.63779355,600.1544516,100.4755161,0.1000281,14.04896452,14.7238,999.9,0,0,9998.045806,404.8799677,680.8992581,-1.542945484,48.96235161,50.32335161,3.89864129,49.99233548,6.577911613,1.052636452,0.660919194,7.666047742,1.026037419,1599.996129,0.643000452,0.356999548,17,26722.98387,1728930527,12:28:47,1728930527,1728916237,109,-0.028,-0.037,2.085,-0.179,50,4,0.23,0.02,0,0,0,0,0,0,0,3.24424,2.78142,0.0137248,0.0150309,0.0681822,0.0479594,25433.8,24938.7,24751.3,22521.4,34143.4,27340.7,40525.9,31171.7,2.23727,2.01015,0.056766,0,13.7715,999.9,38.9,21.9,10.2114,63.6711,16.0216,1,-0.714726,1.55928,20.37,5.23421,11.9321,4.97995,3.282,9999,9999,9999,999.9,4.97148,1.86074,1.86624,1.8573,1.86197,1.86252,1.86335,1.85928,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.085,-0.1613,2.08310771,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2,237.8,0.257568,2.41455,1.50024,2.30103,1.4502,2.52197,25.9016,13.9219,19,541.219,412.973,11.9998,17.5258,30,17.4339,17.4176,5.19769,36.9728,20.6557,12,50,6.55546,102.419,102.27
112,19271.9,10/15/24,c,radish,north,crn.2,y,12:30:48,15,0.00268224,2.682240266,-2.720087258,5.82557129,15.63257493,1.572351944,0.58594623,0.495512925,3.101581387,0.430880628,0.274427277,284.760218,14.81283607,14.53934839,1.661287004,65.58245644,1.043582512,1.591252552,0.617704492,-118.2867957,-111.1952043,-6.788894407,48.48932362,51,8,1,0,55503.93327,1600.00129,1361.137093,0.850709997,0.177974993,9,33,0: Broadleaf,2,1728930640,5.82557129,1.769884194,10.37546452,6.394835161,3.70957129,10.53753548,600.1487419,100.4816452,0.1001177,13.87435484,14.53934839,999.9,0,0,9988.947097,404.7536129,470.2660968,3.997219032,5.827567097,1.781275484,3.980625161,1.769884194,6.394835161,1.042543226,0.642563548,7.524894194,0.635567065,1600.00129,0.643000097,0.356999903,17,26723.05806,1728930669,12:31:08,1728930669,1728916237,110,0.061,-0.037,2.116,-0.179,2,4,0.26,0.02,0,0,0,0,0,0,0,3.24413,2.78114,0.00110711,0.000538912,0.0677254,0.0469102,25762.7,25309.7,24753.5,22523.8,34162.3,27374.2,40528.6,31175.3,2.23682,2.00915,0.05465,0,13.6123,999.9,38.5,22,10.1661,63.6811,15.5729,1,-0.718857,1.40077,20.3711,5.23047,11.9321,4.9799,3.28155,9999,9999,9999,999.9,4.97155,1.8608,1.86623,1.85732,1.862,1.86258,1.86339,1.85928,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.116,-0.1622,2.055028073,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2,240.2,0.0317383,4.99878,1.50024,2.2998,1.4502,2.38403,25.881,13.8694,19,541.135,412.597,11.9988,17.4844,29.9998,17.4514,17.4374,0,37.9573,20.4369,12,0,6.3173,102.427,102.282
113,19413.4,10/15/24,c,radish,north,crn.2,n,12:33:09,15,0.002795136,2.795135853,14.01059338,775.8590645,719.9202758,72.42007792,78.04721689,0.522859568,3.107252487,0.451537283,0.287833308,284.7592575,14.74594648,14.46341935,1.653155822,65.43889637,1.038780522,1.58740532,0.6143753,-123.2654911,-104.9225904,-6.3904551,50.1807209,51,8,1,0,55650.70941,1599.995806,1361.132434,0.850710001,0.177975002,9,33,0: Broadleaf,2,1728930782,775.8590645,800.1212258,10.32640645,6.178139677,772.0230645,10.48888065,600.1650968,100.4947419,0.099838265,13.83708387,14.46341935,999.9,0,0,10013.77258,404.6425161,837.2209677,-25.84410645,782.3560968,805.0952258,4.148263548,800.1212258,6.178139677,1.03774871,0.62087071,7.457431935,0.161021516,1599.995806,0.642999968,0.357000032,17,26722.98065,1728930820,12:33:39,1728930820,1728916237,111,1.585,-0.037,3.836,-0.179,801,4,0.08,0.02,0,0,0,0,0,0,0,3.24438,2.78097,0.153782,0.159147,0.0675,0.0453404,21828.1,21293.1,24759.8,22526.8,34182.8,27427.1,40538.1,31179.6,2.23835,2.01305,0.0589043,0,13.4859,999.9,38.2,22.1,10.1483,63.3811,15.8494,1,-0.72815,1.34651,20.3726,5.23436,11.9321,4.98065,3.282,9999,9999,9999,999.9,4.97148,1.86072,1.86618,1.8573,1.86193,1.8625,1.86336,1.85928,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.836,-0.1625,2.116023403,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2,242.5,1.7749,2.37793,1.50024,2.30103,1.4502,2.41211,25.8605,13.8694,19,541.476,414.369,12.0011,17.3805,29.9999,17.3965,17.3916,35.5357,39.6789,19.5921,12,800,6.11245,102.452,102.295
114,19564.4,10/15/24,c,radish,north,crn.2,y,12:35:40,15,0.002867083,2.867083205,19.25223,966.9914194,894.1004203,89.93661571,97.26864422,0.549658121,3.104735956,0.471345794,0.300725506,284.7603245,14.61312573,14.30908065,1.636735543,65.56574121,1.032996846,1.575513107,0.603738697,-126.4383693,-98.37232969,-5.987903005,53.96172243,51,8,1,0,55611.20899,1600.002258,1361.13789,0.850709981,0.177974952,9,33,0: Broadleaf,2,1728930933,966.9914194,1000.019484,10.2694871,6.014180323,962.7224194,10.4324129,600.1625484,100.4889032,0.10003921,13.72137097,14.30908065,999.9,0,0,10002.7571,405.4110645,495.0957419,-33.48283871,976.5655484,1006.070323,4.255305484,1000.019484,6.014180323,1.031968387,0.604358129,7.375718387,-0.209888839,1600.002258,0.643000645,0.356999355,16,26723.05161,1728930967,12:36:07,1728930967,1728916237,112,0.46,-0.037,4.269,-0.179,1000,4,0.08,0.02,0,0,0,0,0,0,0,3.24441,2.78125,0.177049,0.183722,0.067232,0.0446659,21230.7,20673.8,24761.2,22528.5,34195.6,27448.7,40540.7,31181.1,2.23978,2.0129,0.0543073,0,13.3847,999.9,37.8,22.1,10.0428,63.2211,16.1138,1,-0.732452,1.27634,20.3734,5.23466,11.9321,4.98105,3.282,9999,9999,9999,999.9,4.97149,1.86075,1.86619,1.8573,1.86192,1.86249,1.86329,1.85928,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.269,-0.163,3.70060058,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2,245.1,2.12891,2.39136,1.50024,2.30103,1.4502,2.46704,25.8194,13.8606,19,541.96,413.935,11.9986,17.3155,29.9998,17.3592,17.3546,42.6379,39.8444,19.0026,12,1000,5.9542,102.458,102.302
115,19711.9,10/15/24,c,radish,north,crn.2,y,12:38:08,15,0.002924804,2.924803831,19.58671,1165.480258,1091.472803,109.7935856,117.2381539,0.567517812,3.105260487,0.484441091,0.309256446,284.7604419,14.43924898,14.1386871,1.618773825,65.37849459,1.019414705,1.559250808,0.59935912,-128.983849,-96.5625514,-5.866623378,53.34741815,52,9,1,0,55655.12883,1600.001613,1361.137434,0.850710039,0.177975097,9,33,0: Broadleaf,2,1728931080,1165.480258,1199.964839,10.13413871,5.792487097,1161.132258,10.29815484,600.151129,100.4922581,0.099882435,13.5618871,14.1386871,999.9,0,0,10004.84,405.4138387,397.6334839,-34.57981935,1177.317097,1206.956129,4.341658387,1199.964839,5.792487097,1.018402903,0.582100194,7.182359355,-0.724528935,1600.001613,0.64299871,0.35700129,16,26723.03871,1728931113,12:38:33,1728931113,1728916237,113,0.096,-0.037,4.348,-0.179,1200,4,0.08,0.02,0,0,0,0,0,0,0,3.24478,2.78218,0.199259,0.205838,0.0665991,0.043361,20666.1,20120.3,24768.6,22533.5,34229.2,27493.5,40551.9,31188.3,2.24032,2.0158,0.0552461,0,13.1931,999.9,37.3,22.1,9.90915,63.6011,16.0256,1,-0.746486,1.15919,20.3745,5.23511,11.9321,4.98145,3.282,9999,9999,9999,999.9,4.97149,1.86069,1.86616,1.85729,1.8619,1.86249,1.86328,1.85928,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.348,-0.1641,4.159329271,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2,247.5,2.47559,2.36694,1.50024,2.30103,1.4502,2.51221,25.5731,13.8431,19,540.752,414.329,11.9993,17.1481,29.9995,17.2263,17.2232,49.5453,40.8606,18.2894,12,1200,5.76947,102.487,102.325
116,19858,10/15/24,c,radish,north,crn.2,y,12:40:34,15,0.002914064,2.914063877,19.35268665,1365.024548,1289.917481,129.7555865,137.3107687,0.567391205,3.103372496,0.484305845,0.309172262,284.7603335,14.32113625,14.02439032,1.606822754,65.25191771,1.009431624,1.546976181,0.59739113,-128.510217,-97.68364,-5.931030923,52.63544563,53,9,1,0,55632.27123,1600.001613,1361.137391,0.850710012,0.177975029,9,33,0: Broadleaf,2,1728931226,1365.024548,1400.010323,10.03489355,5.708886452,1360.383548,10.19968387,600.1699355,100.4919677,0.100192955,13.44053871,14.02439032,999.9,0,0,9996.170645,405.5486774,507.8784516,-35.27408387,1378.57,1408.049355,4.326018387,1400.010323,5.708886452,1.008427419,0.573697161,7.038710968,-0.923361258,1600.001613,0.642999613,0.357000387,16,26723.05806,1728931268,12:41:08,1728931268,1728916237,114,0.285,-0.037,4.641,-0.179,1400,4,0.07,0.02,0,0,0,0,0,0,0,3.2448,2.78125,0.21944,0.225973,0.0661426,0.0428755,20154.3,19617.8,24776.4,22539.3,34256.7,27515.5,40563.7,31196.8,2.24165,2.01962,0.0590831,0,13.0371,999.9,37,22,9.77001,63.8457,15.2804,1,-0.762269,1.06676,20.3744,5.23197,11.9321,4.98005,3.28155,9999,9999,9999,999.9,4.97144,1.86066,1.86615,1.85724,1.86188,1.86249,1.86327,1.85925,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.641,-0.1648,4.254960261,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2,250,2.81006,2.35962,1.50024,2.30225,1.4502,2.51465,25.2862,13.8256,19,539.595,414.888,11.9987,16.9557,29.9995,17.0556,17.0548,56.239,40.8707,17.5081,12,1400,5.74372,102.518,102.352
117,20217.5,10/15/24,c,radish,center,crc.2,y,12:46:33,15,0.00263495,2.634949762,18.08086605,391.3399,323.0654233,32.50102705,39.36957581,0.50401814,3.10319825,0.437331651,0.278611833,284.7602785,14.31897246,13.90042333,1.593948297,64.66002009,0.995616291,1.539771082,0.598332006,-116.2012845,-88.92142317,-5.393797222,74.24377364,27,4,1,0,55642.12984,1600.000667,1361.136548,0.850709988,0.1779751,9,33,0: Broadleaf,2,1728931586,391.3399,419.9999667,9.896585667,5.984365,388.0409,10.06240667,600.1669333,100.5021667,0.099831273,13.36891333,13.90042333,999.9,0,0,9994.353667,405.8643333,601.9411667,-27.27369333,396.6519333,422.5285333,3.91222,419.9999667,5.984365,0.994628067,0.6014415,6.837923333,-0.276400533,1600.000667,0.642998467,0.357001467,15,26723.01667,1728931613,12:46:53,1728931613,1728916237,115,-1.389,-0.037,3.299,-0.179,420,4,0.05,0.02,0,0,0,0,0,0,0,3.24505,2.78131,0.0943971,0.101502,0.0655927,0.0447265,23393.1,22780.6,24792.8,22552.7,34295.3,27474.5,40589.1,31214.8,2.29647,2.02518,0.0484809,0,13.0889,999.9,37.8,21.8,9.859,63.4957,15.9415,1,-0.797132,1.03457,20.3747,5.23481,11.9321,4.9806,3.282,9999,9999,9999,999.9,4.97147,1.86066,1.86615,1.85721,1.86188,1.86248,1.86326,1.85916,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.299,-0.1658,4.53934854,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,5.4,255.9,1.04858,2.38037,1.50024,2.29858,1.4502,2.36694,24.6124,13.7555,19,570.233,413.735,11.9997,16.5196,29.9997,16.6093,16.6084,21.0402,39.4885,24.9113,12,420,6.05003,102.584,102.412
118,20358,10/15/24,c,radish,center,crc.2,y,12:48:54,15,0.002411739,2.411738643,20.35211558,766.7116129,679.1201583,68.31786124,77.12935176,0.450767142,3.104674644,0.396672249,0.252257482,284.7601922,14.34404978,13.92390968,1.596380459,64.59184256,0.992624765,1.536764901,0.603755694,-106.3576741,-97.91144401,-5.9360894,74.55498469,27,4,1,0,55684.17222,1600.000645,1361.13658,0.850710019,0.177975048,9,33,0: Broadleaf,2,1728931726,766.7116129,800.0047742,9.867280323,6.28630129,762.8886129,10.03332581,600.1563226,100.4976452,0.099959542,13.33894194,13.92390968,999.9,0,0,10001.60452,405.9660323,805.9549355,-33.82692258,773.8132581,805.0657097,3.580979355,800.0047742,6.28630129,0.991638194,0.631758258,6.794098065,0.401051871,1600.000645,0.642999355,0.357000645,15,26723.04194,1728931757,12:49:17,1728931757,1728916237,116,0.538,-0.037,3.823,-0.179,800,4,0.09,0.02,0,0,0,0,0,0,0,3.24554,2.78143,0.152602,0.159474,0.0654499,0.0464969,21896.8,21315.9,24799.2,22556.6,34311.1,27428.2,40599.6,31219.7,2.29975,2.0309,0.0543073,0,13.0126,999.9,37.4,21.7,9.69655,63.6157,15.4728,1,-0.807365,1.01652,20.375,5.23511,11.9321,4.981,3.282,9999,9999,9999,999.9,4.97147,1.86066,1.86615,1.85719,1.86188,1.86249,1.86325,1.85918,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.823,-0.1661,3.150282645,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2,258.3,1.77612,2.37061,1.50024,2.29858,1.4502,2.4707,24.5717,13.7293,19,570.408,415.397,12.0007,16.3794,29.9998,16.4486,16.4463,35.547,35.8889,24.7273,12,800,6.37789,102.61,102.429
119,20502,10/15/24,c,radish,center,crc.2,y,12:51:18,15,0.002017369,2.017368858,20.13784853,568.0937097,464.127308,46.68987278,57.14859387,0.356050806,3.103154223,0.321387025,0.203710367,284.7598916,14.57356788,14.11195161,1.615971337,64.04729382,0.992703559,1.549953948,0.623267778,-88.96596665,-107.3875654,-6.524676109,81.88168343,28,5,1,0,55621.2915,1600,1361.135957,0.850709973,0.177974932,9,33,0: Broadleaf,2,1728931870,568.0937097,600.0121613,9.868110645,6.872613548,564.5907097,10.03413871,600.1391613,100.4972581,0.099866842,13.47005484,14.11195161,999.9,0,0,9994.639032,405.9335161,1236.692258,-31.57927097,574.0980968,604.1643548,2.995497419,600.0121613,6.872613548,0.991717677,0.690678452,6.795258387,1.639096774,1600,0.643000903,0.356999097,15,26723.02903,1728931903,12:51:43,1728931903,1728916237,117,-0.338,-0.037,3.503,-0.179,600,4,0.05,0.02,0,0,0,0,0,0,0,3.2458,2.78108,0.124287,0.131367,0.0655204,0.0499867,22628.4,22028.2,24800.2,22556.9,34309,27326,40601.1,31220.2,2.30088,2.03242,0.0606664,0,13.1106,999.9,37.2,21.7,9.64463,63.6457,15.1522,1,-0.809276,1.14212,20.3731,5.23526,11.9321,4.98145,3.282,9999,9999,9999,999.9,4.97146,1.86066,1.86615,1.85725,1.86189,1.86249,1.86327,1.85928,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.503,-0.166,3.688193772,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2,260.7,1.40259,2.34985,1.50024,2.29858,1.4502,2.50732,24.7347,13.7118,19,570.214,415.552,12.0014,16.3469,30.0003,16.3736,16.3737,28.0944,29.9203,24.7216,12,600,6.98382,102.614,102.43
120,20648,10/15/24,c,radish,center,crc.2,y,12:53:44,15,0.001534043,1.53404277,15.96522871,375.1893871,265.8490509,26.74208884,37.74077013,0.25687321,3.104738667,0.238322231,0.150510959,284.7595343,14.88439439,14.3739,1.643614208,64.01519787,1.00464734,1.569388792,0.638966868,-67.65128618,-119.2466545,-7.258702978,90.60289062,28,5,1,0,55622.946,1599.996774,1361.133299,0.850710027,0.177975068,9,33,0: Broadleaf,2,1728932016,375.1893871,399.9936452,9.987422581,7.709975484,371.9533871,10.15254839,600.1673871,100.4911935,0.100058316,13.66148065,14.3739,999.9,0,0,10002.54161,405.9356774,1133.691935,-24.54584839,379.2353871,403.1014839,2.277446452,399.9936452,7.709975484,1.003647742,0.774784677,6.969442258,3.253491935,1599.996774,0.642999097,0.357000903,16,26722.97742,1728932043,12:54:02,1728932043,1728916237,118,-0.262,-0.037,3.236,-0.179,400,4,0.09,0.02,0,0,0,0,0,0,0,3.24518,2.7807,0.0914344,0.0979052,0.0660919,0.0547225,23472.7,22871.6,24795.8,22552.2,34280.9,27181.7,40594.2,31214,2.29983,2.03262,0.0647418,0,13.3018,999.9,37.5,21.7,9.72194,63.5957,15.5369,1,-0.801509,1.32217,20.3713,5.23361,11.9321,4.9803,3.28177,9999,9999,9999,999.9,4.97146,1.86071,1.86619,1.8573,1.86193,1.8625,1.86333,1.85928,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.236,-0.165,3.350454213,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2,263.1,1.00952,2.3645,1.50024,2.29858,1.4502,2.40112,25.1226,13.6767,19,570.103,416.112,12.0012,16.4534,30.0005,16.4207,16.4196,20.249,24.7205,28.51,12,400,7.82837,102.596,102.41
121,20787.5,10/15/24,c,radish,center,crc.2,y,12:56:03,15,0.001292892,1.292892459,7.577828994,188.2554194,126.3999276,12.71301064,18.93429208,0.212376212,3.104014687,0.199527517,0.125797024,284.7597904,15.10215295,14.56320968,1.663849539,64.38278408,1.020827371,1.585559534,0.643022168,-57.01655743,-124.509606,-7.594590754,95.63903616,28,5,1,0,55574.28512,1599.998387,1361.134659,0.850710019,0.177975048,9,33,0: Broadleaf,2,1728932156,188.2554194,199.9844194,10.14964194,8.230450645,185.8264194,10.31353226,600.145,100.4779677,0.099705632,13.81917419,14.56320968,999.9,0,0,10000.52226,405.8596129,1339.11871,-10.97244194,190.9499355,201.6440323,1.919197419,199.9844194,8.230450645,1.019816774,0.826978935,7.202596774,4.179007097,1599.998387,0.642999355,0.357000645,16,26722.99032,1728932190,12:56:29,1728932190,1728916237,119,-0.761,-0.037,2.429,-0.179,200,4,0.14,0.02,0,0,0,0,0,0,0,3.24522,2.78135,0.051477,0.0556349,0.0668864,0.0574657,24497.5,23937.1,24787.6,22545.7,34239.3,27092.4,40581.4,31204.3,2.2973,2.02982,0.0636205,0,13.5086,999.9,38.6,21.8,10.0704,63.7657,15.5809,1,-0.788343,1.48819,20.3703,5.23496,11.9321,4.98085,3.282,9999,9999,9999,999.9,4.97149,1.86074,1.86616,1.8573,1.86191,1.8625,1.86331,1.85928,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.429,-0.1638,3.088647723,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2,265.4,0.59082,2.38159,1.50024,2.29858,1.4502,2.49756,25.5116,13.6592,19,570.005,415.717,12.0008,16.6295,30.0006,16.5474,16.542,11.8549,23.9933,33.3738,12,200,8.21317,102.563,102.379
122,20934.5,10/15/24,c,radish,center,crc.2,y,12:58:30,15,0.00131051,1.310509642,2.931519988,95.41481613,71.78749404,7.220586025,9.597087865,0.21756719,3.105230486,0.204108123,0.128710317,284.7594157,15.17616433,14.65347419,1.673574768,65.03493443,1.036466656,1.593707544,0.637108112,-57.79347519,-126.4571189,-7.717177021,92.79164462,27,4,1,0,55588.9612,1599.997742,1361.133684,0.850709753,0.177974886,9,33,0: Broadleaf,2,1728932303,95.41481613,99.99852581,10.3046129,8.359585806,93.24381613,10.46725161,600.1483548,100.483,0.099784255,13.89809677,14.65347419,999.9,0,0,10005.62355,406.1317742,928.5988387,-4.371546129,96.62268387,100.8415806,1.945023226,99.99852581,8.359585806,1.035438065,0.839996065,7.424804516,4.401771613,1599.997742,0.643000742,0.356999,16,26722.99355,1728932328,12:58:48,1728932328,1728916237,120,-0.215,-0.037,2.171,-0.179,100,4,0.2,0.02,0,0,0,0,0,0,0,3.24496,2.78096,0.0272045,0.029504,0.0675431,0.0580813,25118.2,24594,24780.8,22539.7,34205.5,27067,40571,31196.2,2.29557,2.02745,0.064645,0,13.5829,999.9,39.6,21.9,10.393,63.6757,16.0537,1,-0.776009,1.54338,20.3696,5.23451,11.9321,4.97975,3.282,9999,9999,9999,999.9,4.97152,1.86076,1.86616,1.8573,1.86194,1.86255,1.86336,1.85928,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.171,-0.1627,2.327607492,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2,267.9,0.369873,2.41211,1.50024,2.29736,1.4502,2.39502,25.7578,13.6242,19,570.692,415.743,12,16.799,30.0003,16.6941,16.6834,7.42984,25.9239,37.1964,12,100,8.29478,102.536,102.352
123,21073,10/15/24,c,radish,center,crc.2,y,13:00:49,15,0.001360315,1.360314799,0.518517219,49.13056129,44.79607559,4.505923449,4.941918354,0.227698916,3.102979962,0.21299072,0.134364757,284.7601292,15.16956823,14.64835484,1.673021868,65.18930982,1.039257953,1.594215302,0.633763916,-59.98988262,-124.6882731,-7.614741368,92.46723211,27,4,1,0,55532.85531,1599.999355,1361.135629,0.850710111,0.177975152,9,33,0: Broadleaf,2,1728932441,49.13056129,50.00834839,10.33188387,8.313041613,47.02856129,10.49431613,600.162871,100.4873548,0.100104871,13.90300323,14.64835484,999.9,0,0,9994.82129,405.9086774,1241.55,-0.836793129,49.68490323,50.42755806,2.018837097,50.00834839,8.313041613,1.038224516,0.835356,7.464119677,4.322723226,1599.999355,0.642998161,0.357001903,16,26722.99355,1728932466,13:01:06,1728932466,1728916237,121,-0.041,-0.037,2.102,-0.179,50,4,0.17,0.02,0,0,0,0,0,0,0,3.24473,2.78108,0.0139667,0.015062,0.0676918,0.0578698,25457.3,24959.7,24777.4,22538.7,34195.4,27071.5,40566,31194.6,2.29495,2.0268,0.0622496,0,13.6098,999.9,40.4,22,10.6683,63.6357,15.8854,1,-0.770541,1.53875,20.3695,5.23496,11.9321,4.98135,3.282,9999,9999,9999,999.9,4.97148,1.86073,1.86616,1.85731,1.86192,1.86251,1.86333,1.85928,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.102,-0.1624,2.113075914,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2,270.2,0.257568,2.44019,1.50024,2.29858,1.4502,2.38037,25.7988,13.5979,19,571.379,416.216,12,16.8742,30.0004,16.7821,16.7703,5.20466,27.9208,39.6607,12,50,8.24531,102.523,102.347
